,Unnamed: 0,type,name,count,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100,L101,L102,L103,L104,L105,L106,L107,L108,L109,L110,L111,L112,L113,L114,L115,L116,L117,L118,L119,L120,L121,L122,L123,L124,L125,L126,L127,L128,L129,L130,L131,L132,L133,L134,L135,L136,L137,L138,L139,L140,L141,L142,L143,L144,L145,L146,L147,L148,L149,L150,L151,L152,L153,L154,L155,L156,L157,L158,L159,L160,L161,L162,L163,L164,L165,L166,L167,L168,L169,L170,L171,L172,L173,L174,L175,L176,L177,L178,L179,L180,L181,L182,L183,L184,L185,L186,L187,L188,L189,L190,L191,L192,L193,L194,L195,L196,L197,L198,L199,L200,L201,L202,L203,L204,L205,L206,L207,L208,L209,L210,L211,L212,L213,L214,L215,L216,L217,L218,L219,L220,L221,L222,L223,L224,L225,L226,L227,L228,L229,L230,L231,L232,L233,L234,L235,L236,L237,L238,L239,L240,L241,L242,L243,L244,L245,L246,L247,L248,L249,L250,L251,L252,L253,L254,L255,L256,L257,L258,L259,L260,L261,L262,L263,L264,L265,L266,L267,L268,L269,L270,L271,L272,L273,L274,L275,L276,L277,L278,L279,L280,L281,L282,L283,L284,L285,L286,L287,L288,L289,L290,L291,L292,L293,L294,L295,L296,L297,L298,L299,L300,L301,L302
95,96,pushups,train2659.mp4,4,6,54,57.0,150.0,153.0,217.0,222.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,98,jump_jack,stu3_25.mp4,45,32,61,61.0,89.0,89.0,118.0,118.0,147.0,147.0,174.0,174.0,203.0,203.0,231.0,231.0,261.0,261.0,288.0,288.0,317.0,317.0,345.0,345.0,373.0,373.0,402.0,402.0,430.0,430.0,456.0,456.0,486.0,486.0,514.0,514.0,542.0,542.0,570.0,570.0,598.0,598.0,626.0,626.0,654.0,654.0,683.0,683.0,711.0,711.0,739.0,739.0,767.0,768.0,795.0,795.0,824.0,824.0,849.0,849.0,880.0,880.0,908.0,908.0,935.0,935.0,963.0,963.0,991.0,991.0,1020.0,1020.0,1046.0,1046.0,1075.0,1075.0,1102.0,1102.0,1132.0,1132.0,1159.0,1159.0,1187.0,1188.0,1214.0,1214.0,1241.0,1241.0,1270.0,1270.0,1298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,99,others,stu4_28.mp4,10,33,89,91.0,147.0,153.0,216.0,221.0,286.0,286.0,340.0,340.0,390.0,390.0,459.0,459.0,512.0,513.0,567.0,567.0,622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,101,jump_jack,stu8_25.mp4,32,32,60,60.0,88.0,88.0,118.0,118.0,144.0,144.0,174.0,174.0,203.0,203.0,229.0,229.0,259.0,259.0,282.0,282.0,312.0,312.0,339.0,339.0,368.0,368.0,395.0,395.0,424.0,424.0,452.0,452.0,478.0,478.0,505.0,505.0,534.0,534.0,562.0,562.0,592.0,592.0,620.0,620.0,651.0,651.0,680.0,680.0,707.0,708.0,735.0,735.0,764.0,764.0,792.0,793.0,821.0,821.0,847.0,847.0,877.0,877.0,907.0,907.0,935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,102,pull_up,stu3_39.mp4,14,53,255,255.0,444.0,444.0,630.0,630.0,802.0,812.0,871.0,871.0,931.0,931.0,996.0,996.0,1067.0,1067.0,1142.0,1254.0,1276.0,1276.0,1301.0,1301.0,1325.0,1325.0,1351.0,1351.0,1378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,103,pullups,train2534.mp4,2,9,162,165.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,104,pull_up,stu1_30.mp4,2,37,122,122.0,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,111,jump_jack,stu6_23.mp4,34,10,33,33.0,52.0,52.0,72.0,72.0,93.0,93.0,111.0,111.0,132.0,132.0,153.0,153.0,175.0,175.0,196.0,196.0,215.0,215.0,240.0,240.0,258.0,258.0,279.0,279.0,298.0,299.0,320.0,320.0,340.0,340.0,359.0,359.0,379.0,379.0,400.0,401.0,420.0,420.0,441.0,441.0,461.0,462.0,481.0,482.0,503.0,503.0,523.0,524.0,547.0,548.0,567.0,568.0,587.0,588.0,607.0,608.0,628.0,629.0,648.0,649.0,669.0,669.0,690.0,691.0,711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,113,squat,stu4_68.mp4,5,387,501,585.0,689.0,757.0,859.0,899.0,1008.0,1074.0,1196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,114,jump_jack,stu9_34.mp4,8,17,52,52.0,86.0,86.0,120.0,120.0,153.0,153.0,187.0,187.0,215.0,216.0,244.0,244.0,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,115,pullups,test1454.mp4,6,25,66,66.0,109.0,109.0,151.0,151.0,199.0,199.0,243.0,243.0,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,118,squant,train3899.mp4,2,5,89,89.0,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,122,pull_up,stu2_36.mp4,5,56,92,92.0,119.0,119.0,150.0,150.0,182.0,182.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,125,jump_jack,stu9_29.mp4,43,0,25,25.0,52.0,52.0,77.0,77.0,102.0,102.0,125.0,125.0,150.0,150.0,175.0,175.0,198.0,198.0,224.0,224.0,249.0,249.0,274.0,274.0,298.0,298.0,324.0,324.0,348.0,348.0,372.0,372.0,398.0,398.0,423.0,423.0,448.0,448.0,471.0,471.0,497.0,497.0,520.0,521.0,545.0,545.0,570.0,570.0,593.0,593.0,618.0,618.0,643.0,643.0,667.0,667.0,691.0,691.0,716.0,716.0,739.0,739.0,763.0,763.0,786.0,786.0,809.0,809.0,833.0,833.0,858.0,858.0,881.0,881.0,903.0,904.0,928.0,928.0,952.0,952.0,975.0,975.0,999.0,999.0,1022.0,1022.0,1047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,126,pull_up,stu2_37.mp4,17,13,85,85.0,159.0,159.0,243.0,243.0,357.0,357.0,453.0,453.0,544.0,544.0,631.0,631.0,728.0,728.0,835.0,835.0,938.0,1098.0,1177.0,1177.0,1262.0,1262.0,1342.0,1342.0,1412.0,1412.0,1500.0,1500.0,1601.0,1601.0,1726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,131,jump_jack,stu8_34.mp4,5,40,78,78.0,101.0,101.0,127.0,127.0,152.0,152.0,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,133,push_up,stu8_46.mp4,19,37,82,82.0,132.0,132.0,196.0,196.0,244.0,244.0,295.0,295.0,340.0,340.0,388.0,388.0,437.0,437.0,490.0,490.0,535.0,535.0,581.0,581.0,628.0,628.0,681.0,681.0,732.0,732.0,795.0,795.0,845.0,845.0,896.0,896.0,947.0,947.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,134,push_up,stu4_47.mp4,37,84,104,105.0,132.0,132.0,156.0,156.0,187.0,188.0,214.0,215.0,241.0,242.0,266.0,267.0,292.0,293.0,319.0,321.0,343.0,344.0,366.0,368.0,396.0,397.0,423.0,424.0,452.0,454.0,476.0,476.0,502.0,504.0,529.0,531.0,556.0,557.0,584.0,587.0,607.0,609.0,639.0,642.0,663.0,664.0,697.0,698.0,724.0,728.0,759.0,759.0,787.0,789.0,817.0,818.0,850.0,853.0,888.0,889.0,935.0,937.0,976.0,979.0,1019.0,1019.0,1096.0,1324.0,1391.0,1394.0,1436.0,1440.0,1528.0,1533.0,1623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,136,pull_up,stu1_36.mp4,9,52,109,109.0,165.0,165.0,245.0,245.0,315.0,840.0,880.0,880.0,935.0,935.0,977.0,977.0,1021.0,1021.0,1078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,137,pommelhorse,stu13_30.mp4,29,65,91,91.0,111.0,111.0,132.0,133.0,156.0,157.0,177.0,178.0,202.0,203.0,225.0,225.0,248.0,249.0,268.0,268.0,290.0,290.0,316.0,317.0,341.0,342.0,363.0,364.0,385.0,385.0,410.0,411.0,437.0,438.0,464.0,464.0,491.0,492.0,519.0,519.0,541.0,542.0,569.0,570.0,591.0,591.0,615.0,615.0,641.0,642.0,666.0,668.0,688.0,689.0,712.0,713.0,736.0,736.0,756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,138,pommelhorse,stu13_31.mp4,41,24,60,61.0,86.0,86.0,109.0,110.0,133.0,134.0,160.0,161.0,183.0,184.0,210.0,211.0,235.0,235.0,260.0,260.0,282.0,283.0,308.0,308.0,332.0,332.0,361.0,362.0,385.0,386.0,410.0,411.0,435.0,436.0,460.0,461.0,483.0,484.0,506.0,507.0,530.0,531.0,557.0,558.0,583.0,584.0,609.0,610.0,635.0,636.0,657.0,658.0,681.0,682.0,705.0,705.0,730.0,731.0,753.0,754.0,782.0,782.0,808.0,809.0,831.0,833.0,860.0,860.0,879.0,879.0,902.0,902.0,927.0,927.0,954.0,954.0,981.0,982.0,1005.0,1005.0,1031.0,1032.0,1058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,139,pommelhorse,stu13_32.mp4,10,49,72,72.0,99.0,99.0,125.0,125.0,150.0,150.0,174.0,175.0,199.0,200.0,223.0,224.0,248.0,249.0,275.0,277.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,140,pommelhorse,stu13_33.mp4,33,12,44,44.0,74.0,74.0,101.0,102.0,127.0,127.0,156.0,157.0,186.0,187.0,215.0,215.0,238.0,238.0,268.0,268.0,295.0,296.0,321.0,322.0,351.0,353.0,380.0,382.0,411.0,412.0,439.0,440.0,468.0,471.0,498.0,498.0,526.0,527.0,554.0,555.0,582.0,583.0,607.0,608.0,634.0,634.0,663.0,663.0,693.0,694.0,723.0,724.0,749.0,750.0,782.0,782.0,811.0,811.0,847.0,848.0,882.0,883.0,919.0,921.0,946.0,946.0,974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,141,pommelhorse,stu13_34.mp4,13,20,44,45.0,67.0,68.0,86.0,86.0,113.0,114.0,140.0,141.0,160.0,161.0,185.0,185.0,207.0,207.0,233.0,233.0,255.0,255.0,281.0,281.0,307.0,307.0,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,142,pommelhorse,stu13_35.mp4,33,18,51,52.0,80.0,81.0,102.0,103.0,124.0,125.0,149.0,150.0,173.0,173.0,198.0,198.0,220.0,221.0,245.0,246.0,267.0,267.0,291.0,292.0,316.0,317.0,339.0,340.0,364.0,365.0,390.0,391.0,416.0,416.0,441.0,442.0,467.0,468.0,493.0,494.0,515.0,516.0,537.0,538.0,561.0,562.0,588.0,589.0,613.0,614.0,636.0,636.0,662.0,663.0,688.0,688.0,713.0,714.0,735.0,735.0,759.0,760.0,784.0,784.0,807.0,807.0,833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,143,pommelhorse,stu13_36.mp4,31,21,45,45.0,68.0,68.0,92.0,93.0,116.0,117.0,141.0,142.0,166.0,166.0,188.0,189.0,209.0,211.0,234.0,236.0,258.0,259.0,281.0,281.0,305.0,305.0,334.0,334.0,354.0,354.0,382.0,382.0,403.0,403.0,429.0,430.0,450.0,451.0,474.0,475.0,499.0,499.0,525.0,526.0,547.0,547.0,570.0,571.0,591.0,593.0,624.0,625.0,653.0,654.0,679.0,681.0,707.0,708.0,734.0,735.0,758.0,759.0,784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,144,pommelhorse,stu13_37.mp4,37,10,40,41.0,60.0,61.0,84.0,84.0,108.0,109.0,131.0,131.0,150.0,204.0,231.0,233.0,261.0,262.0,282.0,283.0,308.0,308.0,334.0,335.0,362.0,362.0,388.0,389.0,418.0,419.0,449.0,450.0,477.0,479.0,501.0,501.0,523.0,523.0,554.0,555.0,584.0,585.0,609.0,610.0,632.0,633.0,655.0,655.0,680.0,681.0,705.0,706.0,729.0,730.0,753.0,754.0,777.0,778.0,802.0,803.0,826.0,826.0,850.0,851.0,871.0,872.0,899.0,899.0,922.0,922.0,947.0,948.0,971.0,972.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,145,pommelhorse,stu13_38.mp4,34,5,40,40.0,68.0,69.0,96.0,97.0,126.0,127.0,155.0,155.0,182.0,183.0,211.0,212.0,242.0,243.0,271.0,272.0,302.0,303.0,328.0,330.0,357.0,359.0,387.0,388.0,420.0,421.0,449.0,451.0,482.0,484.0,509.0,510.0,536.0,538.0,563.0,565.0,594.0,595.0,625.0,625.0,659.0,660.0,684.0,686.0,713.0,713.0,745.0,745.0,776.0,777.0,804.0,804.0,831.0,832.0,862.0,865.0,892.0,894.0,921.0,922.0,951.0,952.0,982.0,984.0,1011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,146,pommelhorse,stu13_39.mp4,32,19,39,40.0,63.0,64.0,85.0,85.0,110.0,111.0,132.0,133.0,156.0,157.0,179.0,179.0,203.0,203.0,225.0,226.0,246.0,247.0,272.0,272.0,297.0,298.0,320.0,321.0,343.0,344.0,366.0,366.0,391.0,391.0,414.0,415.0,438.0,438.0,461.0,462.0,482.0,482.0,507.0,508.0,529.0,530.0,557.0,558.0,581.0,581.0,606.0,607.0,633.0,634.0,661.0,663.0,687.0,687.0,716.0,716.0,744.0,745.0,772.0,773.0,792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
